title,abstract,keyphrases
Create an easy SCRATCH GAME!,"Create an easy SCRATCH GAME! 1. By clicking on the green flag, the game starts from the beginning each time, then figures/objects are reset to their starting position and the score is reset to 0. 2. A character/object is controlled with the arrow keys. 3. The objects move at a speed adapted to the game level. 4. It is possible to win/lose the game. 5. A “counter” adds up the actions of the character/object. Depending on the activity, plus points and minus points are awarded. 6. The game contains sounds or noises that are not protected by license rights (CC licenses). 7. You will make the game available published on the Scratch project site with a user account given to you. 8. You write a brief description/instructions “tutorial” for the game/game idea (1/2 page). Y...","easy scratch game, scratch project site, game, arrow keys, green flag, objects, character, points, license rights, starting position"
I need a content writer,"Hello ?, New freelancers I need a perfect writer in which will make an excellent job for the job","content writer, perfect writer, excellent job, new freelancers"
I need an Arcgis developer,create a scene on experience arcgis,"arcgis developer, experience arcgis, scene"
Ionic Project,I have an old ionic project with cordova and now we want to convert it with latest libraries and capacitor integration. Also it has two platforms iOS and Android. Converted application must be runnable with android studio and Xcode. We have two phases for this application. In first we have to convert it to capacitor and latest libraries and in second phase some changes are required in the application. Same person can complete both the phases. Payment will be phasewise. It is required ASAP.,"old ionic project, capacitor integration, latest libraries, android studio, platforms ios, application, phases, second phase, cordova, xcode"
crypto arbitrage bot,"I need a crypto arbitrage bot. Coinbase etc. like a lot other platforms have there own bots that they have developed for their clients.. I want a freelancer to configure and install those bots on my accounts, and put them up for me. It's a simple job and once one is up and running there will be more to be put up on other platforms. $30 - $100","crypto arbitrage bot, simple job, bots, coinbase, lot, clients, freelancer, accounts, other platforms"
Build me a poster,I would like to have a poster built for my youtube channel,"youtube channel, poster"
"Plagiarism checking, reference and grammar check on academic writing","Plagiarism checking, reference and grammar check on academic writing on 54 page document Need to finish within 24-30 hrs.","grammar check, plagiarism checking, academic writing, page document, reference, hrs"
I need an Arcgis developer -- 2,create a scene on experience arcgis,"arcgis developer, experience arcgis, scene"
VIDEO MAKING AND GRAPHICS / LOGO FOR SOCIAL & ADV MATERIALS,"For italian Franchising Company ( Food Franchising ) - we are searching Graphic Expert team for Creation of small video with nice audio, and nice graphics, digital depliant to use in marketing, and social marketing, and social adv, and digital marketing campaign - please send Bid and your presentation - Thank u for attention","graphic expert team, digital marketing campaign, adv materials, italian franchising company, video making, social adv, social marketing, nice graphics, small video, food franchising"
Draw me a peeker (DBZ) anime pin .. will show character and example,I need a designer for peeker style anime pins .. I’ll show you an example .. then I will give you the character to draw and the features I want .. whoever win will be my designer for the foreseeable future.. The first two pictures I uploaded is the character “SSR” Trunks and how he looks in the peeker style design .. I need the highest quality.. the next set of two pictures is Goku SSGSS x100 kaioken .. I need the aura included in the peeker .. it needs to be just as he is in the show and the picture I showed you w the SSGSS aura and kaioken aura. Winner will be my new designer and get paid $25,"peeker style anime pins, peeker style design, goku ssgss x100, anime pin, ssgss aura, kaioken aura, character, dbz, peeker, foreseeable future"
Winter fashion project,"Find a Facebook advertising and manager and create a professionally set up Facebook ad campaign with an effectively targeted audience and manage it. If you are interested in the project, please contact me. Thankyou.","winter fashion project, facebook advertising, project, facebook ad campaign, manager, audience, thankyou"
Wedding Album Designers15,"PROJECT DETAILS : AAD2K27 No. of Pictures : 457 (Shared with interested candidates only) Sheets : 55 Average pictures per sheet : 5 to 9 Album Size : 12*36 Dpi : 300 Cover Photo : Yes Project Type : wedding Submission Date : Nov/29/2022 Output Files PDF File : 55 sheets HQ_Format HQ_FrontCoverSheets : 01_FrontCover_HQ.jpg. HQ_BacktCoverSheets : 01_BackCover_HQ.jpg. HQ_30Sheets : , 02_HQ.jpg.............","aad2k27 no ., nov/29/2022 output files pdf file, wedding album designers15, wedding submission date, sheets hq_format hq_frontcoversheets, album size, project details, project type, cover photo, average pictures"
Luxury jewelry brand site,A very exclusive brand in category of jewelry. Need a brand representative site. References for luxury brands in portfolio are needed and important for choosing.,"luxury jewelry brand site, brand representative site, exclusive brand, luxury brands, jewelry, category, references, portfolio"
Server side game design,We want to get a game developed for android and ios,"server side game design, game, android, ios"
Specialist who can meet and exceed all departments entry standards,"hello. we're Looking for a freelancer who can Meet or exceed all department data entry standards: productivity; quality; and data processing savvy. You'll be Responsible for resolving a high volume of claims edits for all lines of data an understanding of authorizations, copywriting, content writing and and SEO copy writing.","department data entry standards, data processing savvy, seo copy, specialist, claims edits, high volume, content writing, data, freelancer, productivity"
Escort Call Girl Service,Digital Marketing For Escort Call Girl Service Website,"escort call girl service website, digital marketing"
sending bulk  message exceltowhatsapp,I want to bulk send message through WhatsApp using excel. Attaching the way I am trying to send message using WhatsApp.,"message exceltowhatsapp, whatsapp, bulk, excel, way"
PostgreSQL Queries,"Amazon plc is a bookshop that sells book both over the Internet and through retail shops. Amazon maintains a central DB containing details of customers (both individuals and retail bookshops), books and current orders. The central DB is held on a server computer that processes transactions coming from Internet users or from shops. Transactions are held in an input queue and processed by an application program on the server. write SQL statements for the transactions Assume that you are asked to develop a pilot database application and naturally the exercise is greatly simplified compared to a real business. You will set up your ‘Amazon DB' as a set of tables. You are required to write the Amazon server application program and not the client software for use on the Internet or ...","postgresql queries, amazon server application program, amazon plc, pilot database application, internet users, retail shops, retail bookshops, server computer, transactions, sql statements"
unity game developer to work on an existing template and at the end to webgl,unity game developer to work on an existing template and at the end to WebGL. or threejs,"unity game developer, webgl, template, end"
Golden Ratio logo designers,Hi im looking for corporate professional Golden Ratio logo designers,corporate professional golden ratio logo designers
Content writing,A perfect writer in which will make an excellent job for the job,"content writing, excellent job, perfect writer"
Build me a data base of orders,"Urgent requirement of Data base operator for entries of 5400 order in excel sheet Including (Customers name,email,contact,adress,order date,desciption,amount,id). Time duration for completion is 35days. First Payment on completion of 50% work left on completing all work after checking project...","data base operator, excel sheet including, order date, urgent requirement, time duration, orders, completion, entries, email, contact"
